Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-09-17 00:00:00+02:00,550.02001953125,550.02001953125,550.02001953125,550.02001953125,0,0.0,0.0
2010-09-20 00:00:00+02:00,558.280029296875,558.280029296875,558.280029296875,558.280029296875,0,0.0,0.0
2010-09-21 00:00:00+02:00,557.010009765625,557.010009765625,557.010009765625,557.010009765625,0,0.0,0.0
2010-09-22 00:00:00+02:00,554.8400268554688,554.8400268554688,554.8400268554688,554.8400268554688,0,0.0,0.0
2010-09-23 00:00:00+02:00,552.5700073242188,552.5700073242188,552.5700073242188,552.5700073242188,0,0.0,0.0
2010-09-24 00:00:00+02:00,558.0800170898438,558.0800170898438,558.0800170898438,558.0800170898438,0,0.0,0.0
2010-09-27 00:00:00+02:00,555.989990234375,555.989990234375,555.989990234375,555.989990234375,0,0.0,0.0
2010-09-28 00:00:00+02:00,556.0599975585938,556.0599975585938,556.0599975585938,556.0599975585938,0,0.0,0.0
2010-09-29 00:00:00+02:00,555.1599731445312,555.1599731445312,555.1599731445312,555.1599731445312,0,0.0,0.0
2010-09-30 00:00:00+02:00,553.969970703125,553.969970703125,553.969970703125,553.969970703125,0,0.0,0.0
2010-10-01 00:00:00+02:00,556.5900268554688,556.5900268554688,556.5900268554688,556.5900268554688,0,0.0,0.0
2010-10-04 00:00:00+02:00,554.4000244140625,554.4000244140625,554.4000244140625,554.4000244140625,0,0.0,0.0
2010-10-05 00:00:00+02:00,562.1099853515625,562.1099853515625,562.1099853515625,562.1099853515625,0,0.0,0.0
2010-10-06 00:00:00+02:00,565.9099731445312,565.9099731445312,565.9099731445312,565.9099731445312,0,0.0,0.0
2010-10-07 00:00:00+02:00,564.47998046875,564.47998046875,564.47998046875,564.47998046875,0,0.0,0.0
2010-10-08 00:00:00+02:00,563.989990234375,563.989990234375,563.989990234375,563.989990234375,0,0.0,0.0
2010-10-11 00:00:00+02:00,565.1400146484375,565.1400146484375,565.1400146484375,565.1400146484375,0,0.0,0.0
2010-10-12 00:00:00+02:00,565.0499877929688,565.0499877929688,565.0499877929688,565.0499877929688,0,0.0,0.0
2010-10-13 00:00:00+02:00,572.75,572.75,572.75,572.75,0,0.0,0.0
2010-10-14 00:00:00+02:00,571.0499877929688,571.0499877929688,571.0499877929688,571.0499877929688,0,0.0,0.0
2010-10-15 00:00:00+02:00,567.760009765625,567.760009765625,567.760009765625,567.760009765625,0,0.0,0.0
2010-10-18 00:00:00+02:00,572.780029296875,572.780029296875,572.780029296875,572.780029296875,0,0.0,0.0
2010-10-19 00:00:00+02:00,568.5700073242188,568.5700073242188,568.5700073242188,568.5700073242188,0,0.0,0.0
2010-10-20 00:00:00+02:00,570.719970703125,570.719970703125,570.719970703125,570.719970703125,0,0.0,0.0
2010-10-21 00:00:00+02:00,574.1500244140625,574.1500244140625,574.1500244140625,574.1500244140625,0,0.0,0.0
2010-10-22 00:00:00+02:00,571.760009765625,571.760009765625,571.760009765625,571.760009765625,0,0.0,0.0
2010-10-25 00:00:00+02:00,573.8400268554688,573.8400268554688,573.8400268554688,573.8400268554688,0,0.0,0.0
2010-10-26 00:00:00+02:00,569.3599853515625,569.3599853515625,569.3599853515625,569.3599853515625,0,0.0,0.0
2010-10-27 00:00:00+02:00,563.5700073242188,563.5700073242188,563.5700073242188,563.5700073242188,0,0.0,0.0
